"id","slug","title","subTitle","tags","status","best_teams","names_combined"
"29770","2021-rcv-urp-cnn-tutorial","2021-RCV-URP-CNN-tutorial",합성곱 신경망을 이용하여 이미지 분류하기,No_Tags,completed,"2036,443651,7512595,8273630,1071458","Gilles Vandewiele, tugstugi, Konrad Banachewicz, Aiwc, Ravi Ramakrishnan"
"30038","11785-2021fall-hw2p2-classification-testing","11785-2021fall-hw2p2-classification-testing",Testing for hw2p2-classification,No_Tags,completed,"1036830,1238483,1264580,2647898,1571785","Yoshihiro Nishizono, khyeh, Trushant Kalyanpur, KKY, Shivam Bansal"
"29908",dmennegociosaustral,DM para ingeniería de procesos,Clasificación de material dentro y fuera de especificación,No_Tags,completed,"2033538,2126325,1408769,3982638,3802145","Dracarys, Shimei, yukiZ, Jaideep, Egor Trushin"
"30344",body-morphometry-kidney-and-tumor,Body Morphometry: Kidney and Tumor,MOAI 2021 Body Morphometry AI Segmentation Online Challenge,No_Tags,completed,"9038263,9464013,8702506,7512595,7323712","Q. S., Kz, DYS, Aiwc, royersha"
"30801",regression-assignment,Regression Assignment,Submit your regression results to this competition,No_Tags,completed,"3974868,494641,1562115,4804850,1478649","Wojtek Rosa, Alvor, Isamu, narsil (jobs-in-data.com), Remek Kinas"
"30591",beyond-analysis,Beyond Analysis,A competitive Data Science Hackathon by Techniche 2021,No_Tags,completed,"1904629,282250,6097832,18463,2663106","Mathurin Aché, Patrick Yam, Tim Riggins, tereka, Andrey Shtrauss"
"30241",iml2021summer,"2021 Summer IML Hackathon",In-class hackathon,No_Tags,completed,"1985486,3802145,2176524,4759954,4667999","yukiZ, zakopuro, Minh Tri Phan, housuke, Hide"
"30605",hw2p2-classification-fall2021-test2,hw2p2-classification-fall2021-test,test2 for hw2p2 classification kaggle,No_Tags,completed,"3538673,178864,11570669,727004,9983700","Yury Kashnitsky, Agastya Kumar, Andrew Lukyanenko, Muhammad Faisal Ali, Nitish K"
"30734","2021-ai-w7-p1",DNN을 이용한 MNIST 손글씨 분류,"2021학년도 2학기 인공지능 7주차 실습문제 1번",No_Tags,completed,"5346415,6674022,3360349,18463,4712534","Mathurin Aché, Nischay Dhankhar, Ming Fong, CroDoc, VK"
"30719",ntuhw1yth,aaadasdadas,aaadasdadas,No_Tags,completed,"644036,1441782,278167,4578277,847605","Rob Mulla, Phaedrus, yuanzhe zhou, Oct0pus, A.Sato"
"30550",epamdscourseclassification3,Classification 3. EPAM DS course,User segmentation,No_Tags,completed,"282250,8899439,494641,1069377,260287","tereka, Mohsin hasan, narsil (jobs-in-data.com), Ethan, hyd"
"30466",dataprix21,Radiance'21 DataPrix,Let the epochs begin!,No_Tags,completed,"381412,5456972,1424766,3924325,6259210","Kirderf, Dieter, tascj, Sergey Saharovskiy, Tarık Karakaş"
"30572",capstonefall2021,Data Science Capstone - Mini Project Competition,A competition about predicting the review scores using the Amazon Fine Food Reviews dataset.,No_Tags,completed,"554120,1496622,5309,1057191,2779944","Abhishek Thakur, Mr_KnowNothing, Udbhav Bamba, HarshitaJaiswal, Shikhar Bajpai"
"30425",inc-prediction,Income prediction,Predict the income of loan customers,No_Tags,completed,"1684129,4760409,1212661,1069377,2663106","Tim Riggins, Shivam Gupta, Iafoss, Ethan, Gaurav Dutta"
"30639",sesgos-en-el-dataset-de-snli,Sesgos en el dataset de SNLI,TP1 de la materia Redes Neuronales 2021Q2 - ITBA,No_Tags,completed,"1195275,1348567,5232246,1304974,2852238","Ulrich G., Chanran Kim, Amed, Raphaël, Salim Khazem"
"30833",emg-handwriting-skoltech-neuroschool,Классификация рукописных цифр по EMG,"Ваша цель построить пайплайн обработки EMG данных и обучить модель, которая покажет наилучшее качество на тестовой выборке.",No_Tags,completed,"1069377,5834823,1723677,54836,2062758","Giba, Theo Viel, Chris Deotte, Ethan, qyxs"
"30862",give-me-some-credit-jun21,Give Me Some Credit JUN21,Predicting credit scoring,No_Tags,completed,"3939235,4165535,6831345,4378017,260287","PIkachu, Mohsin hasan, Pawan KS, Saksham_Aggarwal, TG"
"30874",cmpe257-lab1,CMPE_257 Fall 2021 LAB1,In Class Competition for CMPE-257 Machine Learning,No_Tags,completed,"7987817,18463,2730329,291846,5107671","Mathurin Aché, ln, datnt114, luong long 2, An Nguyen Quoc"
"30905",testcom123,Test Competition,This is a test,No_Tags,completed,"1069377,4760409,3843588,494641,75976","CPMP, narsil (jobs-in-data.com), Ethan, Rib~, Gaurav Dutta"
"30907",computer-vision-training-fcis-21,Computer Vision Summer Training (FCIS),Flowers Segmentation,No_Tags,completed,"1413386,1478649,4712534,1739577,1187467","Nischay Dhankhar, Toru Ito, Isamu, ishikei, Ruslan Grimov"
"30919",apple-test2,apple_test2,This is an apple,No_Tags,completed,"1328185,5916727,4760409,6259210,2663106","Tim Riggins, Darek Kłeczek, Gaurav Dutta, Sergey Saharovskiy, Alaa Eddine Ben Zekri"
"30937",itba-cifar-100-2021q2,ITBA - CIFAR 100 - 2021Q2,Clasificación de imágenes,No_Tags,completed,"7732541,8899439,7762500,3843588,7762279","Rib~, hyd, Joaquín Gaytan, MatiasFrancois, PABLO SCHEINFELD"
"30971",ebbanktest01,EB数据科学家挑战赛,数据科学家入门课程的配套比赛,No_Tags,completed,"690886,4241674,1069377,5834823,8899439","nlgn, Ethan, qyxs, Koo, hyd"
"31081",icshm2021-p2-crack,ICSHM2021 P2 Crack Segmentation,"Kaggle page for ICSHM2021 Project 2, Crack Segmentation sub-task",No_Tags,completed,"1328185,9355024,7620430,4760409,2781854","Darek Kłeczek, Kamal Das, Gaurav Dutta, Jiaming Liu, Sal Saad Al Deen Taher"
"31082",icshm2021-p2-component-segmentation,ICSHM2021 P2 Component Segmentation,"Kaggle page for ICSHM2021 Project 2, Component Segmentation sub-task",No_Tags,completed,"183046,2033538,1943421,1212661,991320","RB, XingJian Lyu, DrHB, Iafoss, Jaideep"
"31084",icshm2021-p2-rebar-segmentation,ICSHM2021 P2 Rebar Segmentation,"Kaggle page for ICSHM2021 Project 2, Rebar Segmentation sub-task",No_Tags,completed,"8702506,2593891,8739243,4760409,2545270","nvnn, Kz, Samuel Cortinhas, Gaurav Dutta, Seyed Omid Sajedi"
"31085",icshm2021-p2-damage-state-segmentation,ICSHM2021 P2 Damage State Segmentation,"Kaggle page for ICSHM2021 Project 2, Damage State Segmentation sub-task",No_Tags,completed,"623370,3133516,520183,1878632,1305588","Takoi, Yiemon773, Leo0523, charmq, pao"
"31155",cs4740-fa21-p2,CS 4740 FA'21 Project 2 : Named Entity Recognition,Find and classify named entities in the CoNLL-2003 dataset.,No_Tags,completed,"596499,7762408,4760409,847605,1035112","Young for you, vecxoz, Oct0pus, Gaurav Dutta, maverick_ss_26"
"31334",sfu-cmpt-image-classification-2021-fall,SFU CMPT Image Classification 2021 Fall,Image classification,No_Tags,completed,"9648929,3133516,623370,18463,4760409","Mathurin Aché, Takoi, charmq, Gaurav Dutta, Scott"
"31185",pec-dl-202101,Deep Learning para Análise de Sentimento,Atividade da disciplina COC891 - Deep Learning,No_Tags,completed,"1945452,2779868,1117237,5472400,2456737","Nanashi, Zekun, xsong2020, Matthew Wu, hide on bread"
"31363",umanitoba-image-classification-fall-2021,UManitoba Image Classification Fall 2021,Image classification,No_Tags,completed,"281494,1036830,111640,1264580,2755634","katsumi, Μαριος Μιχαηλιδης KazAnova, khyeh, Costas Voglis, Trushant Kalyanpur"
"31274",if4074-praktikum-1-cnn-2021-01,IF4074 Praktikum 1 - CNN (2021),Official page,No_Tags,completed,"317344,6674022,4760409,1393170,448347","ONODERA, Qishen Ha, DungNB, CroDoc, Gaurav Dutta"
"31219",dsir-907-project-2,DSIR-907 Project 2 Regression Challenge,"Predict the price of homes at sale for the Ames, Iowa housing dataset",No_Tags,completed,"1878632,8739243,1554318,1532198,5905300","Camaro, Leo0523, nyanp, Samuel Cortinhas, Adam Wurdits"
"31256",pos-ia-ifg,Pós IA - IFG,Competição realizada entre os alunos da Pós em IA do IFG: https://ia.ifg.edu.br/,No_Tags,completed,"3600358,2592449,3602333,4914402,1220228","mizoo, Fellipe Gomes, Kohecchi, Mass, tehhuu"
"31197",timeseriesdsf,Time Series - DSF GTA,Kompetisi forecasting untuk peserta pelatihan Data Science Fundamental - GTA,No_Tags,completed,"285516,7285387,171598,1120704,3721191","Bo, tk, ForcewithMe, Bohdan Zhurakovskyi, KulishYurii"
"31320",deeplearningmie,Iniciando con PyTorch,Competencia del uso de frameworks y redes neuronales.,No_Tags,completed,"4562457,1264580,4760409,3924325,795565","Shai, Kirderf, khyeh, Lonnie, Gaurav Dutta"
"31344",econometrics-2-w21,Econometrics 2 (W21),House price prediction,No_Tags,completed,"5971771,1860617,6014936,6008164,847605","Dewei Chen, Lena eggendorfer, Gabriel Winge, Julia Bernegger, Oct0pus"
"31404",cse158258-cooking-prediction,CSE158/258 Cooking Prediction,Predict whether a user will cook a certain recipe,No_Tags,completed,"506186,1069377,8899439,854613,5834823","Hahaha, Ethan, qyxs, hyd, 30CrMnSiA"
"31405",cse158-cook-time-prediction,CSE158 Cook-time Prediction,Predict how long a recipe will take to cook,No_Tags,completed,"1153892,37166,1424766,75976,3355848","Psi, CPMP, Dieter, Shujun, JJShadow"
"31406",cse258-recipe-rating-prediction,CSE258 Recipe Rating Prediction,Predict how users will rate recipes,No_Tags,completed,"2779944,5309,3533990,1192776,4712534","Abhishek Thakur, Nischay Dhankhar, Mr_KnowNothing, YuryBolkonsky, Ayushman Buragohain"
"31492",logical-rhythm-2k21-cars24,Logical Rhythm 2k21 Cars24,Be victorious by predicting the price in this raw dataset,No_Tags,completed,"2575717,7917824,3873769,1829450,278690","Kha Vo, Zidmie, Vincent Schuler, AmbrosM, Yaron"
"31624",bhpp,波士顿房价预测,通过20世纪70年代波士顿郊区房价数据集，预测平均房价。,No_Tags,completed,"1684129,8196849,4957964,2779944,4712534","Nischay Dhankhar, Mr_KnowNothing, Shivam Gupta, Shivam Mittal, nv"
"31518","2021-homework1-multiclass-classification","2021. Homework1. Multiclass classification",Многоклассовая классификация для объявлений по квартирам,No_Tags,completed,"7330056,4760409,4940666,4473274,4107285","Jihun Lorenzo Park, Sampa Misra, Youngin Kim, Zeu Kim, Gaurav Dutta"
"31640",ds-org-bike-sharing-demand,Prediction Competition - Bike Sharing Demand,UNT Data Science Organization Competition Event,No_Tags,completed,"7039513,7371486,4760409,3906670,4982787","Cooper Snyder, Kritagya Raj Upadhyay, vineel Krishnamsetty, John Chen, Gaurav Dutta"
"31548",squid-beans,Logical Rhythm 2k21 Beans,Be the beans expert by classifying correctly,No_Tags,completed,"4259265,7868596,18463,7254125,3346252","Mathurin Aché, Ordy ELGD, tetsu2131, Anshuman Mishra, Akshat Rai Laddha"
"31491",fraud-finance-messages,Детекция разгонных новостных сообщений,"Бинарная классификация мультимодальных данных (текст, временные ряды)",No_Tags,completed,"18463,1098475,1851802,4760409,1098915","Mathurin Aché, Sinan Calisir, daishu, tmp, Gaurav Dutta"
"31458",idl-fall21-hw2p2s2-face-verification-toy,idl-fall21-hw2p2s2-face-verification-toy,idl-fall21-hw2p2s2-face-verification-toy,No_Tags,completed,"938542,7635591,5471013,1025306,3552609","Gleb Skiba, Sergey Mikhalev, Andrey Lovyagin, Aydar Akhmetzyanov, Alimbek Uteshov"
"31418",predictive-maintenance-multiclass,Predictive Maintenance (MultiClass),Continue Applied based on  { ML Hands-on Book },No_Tags,completed,"2191556,4760409,6438483,4006429,1098475","Sinan Calisir, Emir Koçak, Furkan Arslan, Gaurav Dutta, Abdullah Koçak"
"31522",assignment-intro-nn-regression,Assignment (intro-nn),NN for regression,No_Tags,completed,"4896343,10129374,7673525,11691459,6742362","Haoyu Wang, Houyuan Sha, Heini Bærentsen, pTToTTp, Franklin"
"31683",stock-management2,Stock Management,Case study for the planning of the inventory policy of a warehouse of technological products,No_Tags,completed,"1723677,3115990,1530576,3273493,3574256","Chris Deotte, Najibul Haque Sarker, Zaber Ibn Abdul Hakim, Awsaf, Bishmoy Paul"
"31644",santa-2021,Santa 2021 - The Merry Movie Montage,Optimize television programming for the winter season,"movies and tv shows, optimization, holidays and cultural events",completed,"1809120,3310549,1117237,5472400,2456737","Suman Sahoo, Zekun, Roc, xsong2020, hide on bread"
"31738",stockpredictionchallenge,Stock Prediction Challenge,We Want to predict stock returns using ML and statistical techniques,No_Tags,completed,"1349917,1212661,2596066,2033538,3982638","Priyanshu Kumar, Dracarys, Iafoss, Ioannis M, Jaideep"
"31817",machine-learning-challenge-sistemas-embebidos,Machine Learning Challenge - Sistemas embebidos,Detección de señales de transito,No_Tags,completed,"9400716,9443121,9518717,8133990,9401021","Altuğ Bakan, Mdaniel, Gizela Gaspar, Muanguvo, Colby Hall"
"31847",blg561e2021,[BLG561E] Bird Classification,Bird Classification,No_Tags,completed,"4760409,1305825,1690820,2545270,4804850","Shiro, nvnn, Volodymyr, Remek Kinas, Gaurav Dutta"
"31767",open-images-object-detection-rvc-2022-edition,Open Images Object Detection RVC 2022 edition,Detect objects in varied and complex images,No_Tags,completed,"3799319,7288129,7317700,7296821,7270042","Evoli, max min, andrewyjn, Ruoxing Liao, Ryan Rong"
"31833",kk2,Probando los ficheros,y probando,No_Tags,completed,"5569141,1737995,40584,1501167,7285387","Kɔuq Wang, Random_prediction, chris, MOONMOON, ForcewithMe"
"32093","2021-sdc-localization-competition-ii","2021 SDC Localization Competition II",The SDC localization competition II in NYCU,No_Tags,completed,"2497784,4684230,8844885,7415058,8883970","KhanhVD, DDFish, ren_hao lu, Steven Yang, kevinsagen47"
"31881",educationschool,It is a competition for education,If you want to learn about classification it's for you,No_Tags,completed,"1073620,898111,3472627,1994602,2706866","Gunes Evitan, YaGana Sheriff-Hussaini, Robin Smits, Mighty Rains, Arctic Yen"
"32105",ds33-water-pump-challenge,DS33 Water Pump Challenge,Can you help the Tanzanian government identify faulty water pumps?,No_Tags,completed,"14375908,7976977,14481026,6648760,14094522","Xiao Song, Nigel Clinton, Ronja Weiblen, Jin-Ho Michael Lee, Veranda"
"32094","2021-sdc-localization-competition-iii","2021 SDC Localization Competition III",The SDC localization competition III in NYCU,No_Tags,completed,"9253062,9237894,8706523,8428043,4816146","Hinz, shwlearner, LaoA, DanteLockhart, gayeranderson"
"31991",testphs,AIP2 TEST,TEST,No_Tags,completed,"2545270,448347,812001,3544701,825927","Qishen Ha, ( ͡° ͜ʖ ͡°), Manh Lab, nvnn, sheep"
"31843",friends-classification,"Узнай героев сериала ""Друзья"" с первых слов","В задании необходимо научиться предсказывать, кому из 6 главных героев сериала ""Друзья"" принадлежит реплика.",No_Tags,completed,"4760409,113573,3974868,4993592,2558139","Wojtek Rosa, Dimitris Leventis, BUUMOO, Saber, Gaurav Dutta"
"32118",lendingclub-dsm-rc-fall-2021,"LendingClub (DSM RC, Fall 2021)",Prediction competition for LendingClub,No_Tags,completed,"4760409,135296,1723677,1238844,214870","Chris Deotte, Charlie Craine, CoreyJamesLevinson, Chahhou Mohamed, Gaurav Dutta"
"32132",classification-task,Classification task,Wow what is it about?,No_Tags,completed,"5724098,5531042,2579182,1197382,999843","zhengheng, Leo Lu, yanqiangmiffy, Max2020, 小白Lan"
"32230",creditriskinbankinglogreg2021,Credit risk scoring with logreg,Assess credibility of credit loan applicants using logistic regression model.,No_Tags,completed,"1192776,4289199,502737,2497784,1212661","KhanhVD, Sergey Bryansky, YuryBolkonsky, Kirill Shipitsyn, Iafoss"
"32358",datalab-2021-cup2-object-detection,DataLab 2021 Cup2: Object Detection,Competition for CS565600 Deep Learning,No_Tags,completed,"1345065,2497784,6681947,6329919,1975267","KhanhVD, Shuntaro Tanaka, The Nam, Bùi Nhật Trường, etern1c"
"32223",animal-classification,"4 Animal Classification",cat/deer/dog/horse image classification,No_Tags,completed,"1695531,1403936,1305588,8164820,623370","Y.Nakama, Takoi, zxstont, pao, hakubishin3"
"32176",vzxcvvzcxv,vcxzvcxzv,vcxzvzxcv,No_Tags,completed,"48625,3924325,1690820,1794509,448347","Kirderf, Qishen Ha, Harshit Sheoran, Volodymyr, mlandry"
"32272",mais202fall2021,MAIS 202 Fall 2021,Fashion MNIST Challenge,No_Tags,completed,"85156,2901996,5170547,10233619,3662573","dott, ykidole, Tamura, kasatsuki, westtail"
"32351",sys-4021-6021-glm,Who would dropout?,We would like to recognize high-risk participants in a digital platform,No_Tags,completed,"1860617,623370,4760409,1136500,1904629","Patrick Yam, atom1231, Takoi, Dewei Chen, Gaurav Dutta"
"32281",languagesdetect,Languages,Your goal: to learn to recognize its language by a word.,No_Tags,completed,"5688805,12363715,8219575,9058219,4774400","yokuyama, sht, HONG LIHANG, moritake04, kjrcat"
"32170",csci4622-21fall,Problem Set 4 - CSCI 4622,Classification,No_Tags,completed,"534152,54836,4760409,1328185,9033465","Giba, Darek Kłeczek, Selim Seferbekov, Gaurav Dutta, Haochen Shen"
"32147",cx-kaggle-final-project-fall-2021,CX Kaggle Final Project Fall 2021,Stroke Prediction,No_Tags,completed,"471945,7917824,4760409,241438,2593605","Ahmet Erdem, Scirpus, AmbrosM, Gaurav Dutta, Manav"
"32373",iml2021,iml2021,Human activity prediction from sensors,No_Tags,completed,"373959,623370,617508,644036,448347","tarobxl, Rob Mulla, Takoi, Qishen Ha, Tensor Girl"
"32288",social-media-topics-classification,Social media topics classification,Будем предсказывать тематику постов одной социальной сети,No_Tags,completed,"6144956,170071,4800595,4753471,7285387","FP, ForcewithMe, Ctrl_CV, lty, ouyimin19"
"32811",mtunlpa1,Identification of Comments v2,"Toxic Comment Classification, Engaging Comment Classification & Fact-Claiming Comment Classification",No_Tags,completed,"111640,4760409,1036830,1264580,1571785","Μαριος Μιχαηλιδης KazAnova, khyeh, Trushant Kalyanpur, Shivam Bansal, Gaurav Dutta"
"32838",lithology-prediction-hack,Lithology prediction hack,Предскажите тип земной породы при бурении скважины,No_Tags,completed,"13651743,7160377,4760409,3967406,4622867","Andrey Moskalenko, Gaurav Dutta, Mihail Dremin, tingir, Veshkin Artem"
"33039",biws21,Suedkurier Articel Score Prediction,Predict the performance of articles,No_Tags,completed,"2852238,4760409,1410012,1348567,3612572","Ulrich G., Amed, Loulou, (⊙﹏⊙), Gaurav Dutta"
"32845",cisc873-dm-f21-a5,CISC873-DM-F21-A5,Anti-Cancer Drug Activity Prediction,No_Tags,completed,"1498852,1304974,1348567,2852238,3612572","Ulrich G., Amed, kkiller, Loulou, Salim Khazem"
"33004",diamonds-datamad1021-rev,Diamonds | datamad1021-rev,Predicting diamonds prices,No_Tags,completed,"5629928,6592878,6578589,6574539,1738095","Wei Hao Khoong, AnaAGG, Carlota SwaGarrigues, Julián Trufero, AHMED BELGANI"
"32977",iad-deep-learning-texts-2021,HSE IAD 2020 Homework 3,Предсказание фидбека пользователей об отелях,No_Tags,completed,"178864,727004,6674022,2202881,1197762","Ern, ShinSiang, Yury Kashnitsky, Andrew Lukyanenko, CroDoc"
"33049",datathon-21,Datathon2021,"Your goal is to process data, build a model and get a good accuracy score.",No_Tags,completed,"795565,1264580,111640,1238483,1036830","Shai, Μαριος Μιχαηλιδης KazAnova, khyeh, Trushant Kalyanpur, KKY"
